Det,AFPC Comments,LastName,FirstName,MI,SSN,DOB,DOC,AFSC,Branch
512,,ANDERSON,EMILY,N,436724625,11/5/1991,27/10/2013,17D1S,USSF
203,,THOMAS,KENNETH,O,835580607,23/08/1977,8/2/2000,1A0X1,USAF
712,,TAYLOR,MICHELLE,P,527936223,4/12/1988,22/05/2011,1C0X2,USAF
389,,MOORE,JOSHUA,D,229986927,16/03/1983,1/9/2005,13S1,USSF
921,,JACKSON,CAROL,E,868143316,28/06/1994,13/12/2016,3D0X2,USAF
510,,MARTIN,KEVIN,F,876647836,9/10/1975,27/03/1998,11F3,USAF
114,,LEE,AMANDA,G,215274017,21/01/1989,9/7/2011,62E1S,USSF
815,,PEREZ,BRIAN,H,159104336,3/5/1980,19/10/2002,17D1,USAF
304,,THOMPSON,MELISSA,I,367721725,15/08/1991,1/2/2014,14N1,USAF
927,,WHITE,GEORGE,J,612139496,27/11/1985,15/05/2008,62E1S,USAF
412,,HARRIS,DEBORAH,K,374679695,9/3/1979,25/08/2001,13S3,USSF
119,,SANCHEZ,EDWARD,L,760620592,21/06/1990,7/12/2012,21A1,USAF
890,,CLARK,STEPHANIE,M,996238388,3/10/1981,20/03/2004,32E1S,USAF
512,,RAMIREZ,RONALD,N,142558985,15/01/1992,2/7/2014,13S1,USSF
203,,LEWIS,REBECCA,O,797086484,27/04/1983,13/10/2005,11M3,USAF
712,,ROBINSON,TIMOTHY,P,170101885,9/8/1994,25/01/2017,17S1,USAF
389,,WALKER,SHARON,Q,618887144,21/11/1978,9/5/2001,5C0X1,USSF
921,,YOUNG,JASON,R,641212365,3/3/1989,19/08/2011,14N1,USAF
510,,ALLEN,LAURA,S,505290735,15/06/1980,1/12/2002,31P1,USAF
114,,KING,JEFFREY,T,499880195,27/09/1991,15/03/2014,63A1,USAF
815,,WRIGHT,CYNTHIA,U,168273652,9/1/1986,27/06/2008,17D1S,USSF
304,,SCOTT,RYAN,V,333773851,21/04/1977,7/10/1999,1A0X1,USAF
927,,TORRES,KATHLEEN,W,000090354,3/8/1988,20/01/2011,1C0X2,USAF
412,,NGUYEN,JACOB,X,844960211,15/11/1982,2/5/2005,13S1,USSF
119,,HILL,AMY,Y,473954483,27/02/1993,15/08/2015,3D0X2,USAF
890,,FLORES,GARY,Z,484982140,9/6/1984,25/11/2006,11F3,USAF
512,,GREEN,SHIRLEY,A,478179274,21/09/1975,9/3/1998,62E1S,USSF
203,,ADAMS,NICHOLAS,B,903148272,3/1/1986,20/06/2008,17D1,USAF
712,,NELSON,ANGELA,C,492549243,15/04/1991,1/10/2013,14N1,USAF
389,,BAKER,ERIC,D,083412648,27/07/1982,12/1/2005,62E1S,USAF
921,,HALL,HELEN,E,697703751,8/11/1993,25/04/2016,13S3,USSF
510,,RIVERA,JONATHAN,F,263018388,20/02/1980,7/8/2002,21A1,USAF
114,,CAMPBELL,ANNA,G,659007556,4/6/1991,20/11/2013,32E1S,USAF
815,,MITCHELL,STEPHEN,H,205206315,16/09/1976,3/3/1999,13S1,USSF
304,,CARTER,BRENDA,I,717790345,28/12/1987,15/06/2010,11M3,USAF
927,,ROBERTS,LARRY,J,119566035,11/4/1982,27/09/2004,17S1,USAF
412,,GOMEZ,PAMELA,K,295620733,23/07/1993,8/1/2016,5C0X1,USSF
119,,PHILLIPS,JUSTIN,L,782547653,4/11/1984,21/04/2007,14N1,USAF
890,,EVANS,NICOLE,M,716013308,16/02/1995,4/8/2017,31P1,USAF
512,,DIAZ,BENJAMIN,N,363210560,28/05/1979,13/11/2001,63A1,USAF
203,,HOWARD,SAMANTHA,O,308084962,9/9/1990,25/02/2013,17D1S,USSF
712,,WEST,SAMUEL,P,769912711,21/12/1981,8/6/2004,1A0X1,USAF
389,,JORDAN,KATHERINE,Q,208854918,3/4/1992,19/09/2014,1C0X2,USAF
921,,OWENS,GREGORY,R,651736314,15/07/1983,1/1/2006,13S1,USSF
510,,REYNOLDS,EMMA,S,103869757,27/10/1994,14/04/2017,3D0X2,USAF
114,,FISHER,ALEXANDER,T,216085168,8/2/1985,26/07/2007,11F3,USAF
815,,ELLIS,RUTH,U,533574283,20/05/1991,5/11/2013,62E1S,USSF
304,,HARRISON,FRANK,V,615810673,1/9/1976,18/02/1999,17D1,USAF
927,,GIBSON,CHRISTINE,W,138544774,13/12/1987,30/05/2010,14N1,USAF
412,,MCDONALD,PATRICK,X,879812995,25/03/1982,10/9/2004,62E1S,USAF
119,,CRUZ,DEBRA,Y,921177623,6/7/1993,22/12/2015,13S3,USSF
890,,MARSHALL,RAYMOND,Z,768268975,18/10/1984,5/4/2007,21A1,USAF
512,,ORTIZ,RACHEL,A,527366867,30/01/1995,18/07/2017,32E1S,USAF
203,,MURRAY,JACK,B,615805237,11/5/1979,27/10/2001,13S1,USSF
712,,FREEMAN,CAROLYN,C,091302480,23/08/1990,8/2/2013,11M3,USAF
389,,WELLS,DENNIS,D,725748937,4/12/1981,22/05/2004,17S1,USAF
921,,WEBB,JANET,E,584037842,16/03/1992,1/9/2014,5C0X1,USSF
510,,SIMPSON,JERRY,F,191371152,28/06/1983,14/12/2005,14N1,USAF
114,,STEVENS,MARIA,G,297716125,9/10/1994,27/03/2017,31P1,USAF
815,,TUCKER,TYLER,H,606931381,21/01/1977,9/7/1999,63A1,USAF
304,,PORTER,HEATHER,I,717802473,3/5/1988,19/10/2010,17D1S,USSF
927,,HUNTER,AARON,J,462207139,15/08/1982,1/2/2005,1A0X1,USAF
412,,HICKS,HELENA,K,818343702,27/11/1993,15/05/2016,1C0X2,USAF
119,,CRAWFORD,JAMES,L,823911965,9/3/1980,25/08/2002,13S1,USSF
890,,BOYD,MARY,M,594286190,21/06/1991,7/12/2013,3D0X2,USAF
512,,MASON,ROBERT,N,255219099,3/10/1985,21/03/2008,11F3,USAF
203,,BURNS,PATRICIA,O,339170417,15/01/1992,2/7/2014,62E1S,USSF
712,,GARDNER,JOHN,P,408685499,27/04/1979,13/10/2001,17D1,USAF
389,,PAYNE,JENNIFER,Q,637963468,9/8/1994,25/01/2017,14N1,USAF
921,,PALMER,MICHAEL,R,478059393,21/11/1981,9/5/2003,62E1S,USAF
510,,STONE,LINDA,S,201370079,3/3/1992,19/08/2014,13S3,USSF
114,,NICHOLS,DAVID,T,585297835,15/06/1983,1/12/2005,21A1,USAF
815,,WARREN,ELIZABETH,U,885945645,27/09/1994,15/03/2017,32E1S,USAF
304,,STEWART,WILLIAM,V,715130685,9/1/1976,27/06/1998,13S1,USSF
927,,MORRISON,BARBARA,W,662343664,21/04/1987,7/10/2009,11M3,USAF
412,,SMITH,RICHARD,X,358633892,3/8/1982,20/01/2004,17S1,USAF
119,,JOHNSON,SUSAN,Y,84648302,15/11/1993,2/5/2015,5C0X1,USSF
890,,WILLIAMS,JOSEPH,Z,947193411,27/02/1980,15/08/2002,14N1,USAF
512,,BROWN,JESSICA,A,987589822,9/6/1991,25/11/2013,31P1,USAF
203,,JONES,THOMAS,B,055302750,21/09/1984,9/3/2007,63A1,USAF
712,,GARCIA,SARAH,C,417905929,3/1/1995,20/06/2017,17D1S,USSF
389,,MILLER,CHARLES,D,604189332,15/04/1978,1/10/2000,1A0X1,USAF
921,,DAVIS,KAREN,E,651887028,27/07/1989,12/1/2012,1C0X2,USAF
510,,RODRIGUEZ,CHRISTOPHER,F,805855029,8/11/1980,26/04/2002,13S1,USSF
114,,MARTINEZ,NANCY,G,345616199,20/02/1995,8/8/2017,3D0X2,USAF
815,,HERNANDEZ,DANIEL,H,653593773,4/6/1977,20/11/1999,11F3,USAF
304,,LOPEZ,LISA,I,247427684,16/09/1988,4/3/2011,62E1S,USSF
927,,GONZALEZ,MATTHEW,J,710585282,28/12/1981,15/06/2004,17D1,USAF
412,,WILSON,BETTY,K,954955778,11/4/1993,27/09/2015,14N1,USAF
119,,ANDERSON,ANTHONY,L,419944853,23/07/1979,8/1/2002,62E1S,USAF
890,,THOMAS,MARGARET,M,25221959,4/11/1990,21/04/2013,13S3,USSF
512,,TAYLOR,MARK,N,590841292,16/02/1985,4/8/2007,21A1,USAF
203,,MOORE,SANDRA,O,449762478,28/05/1991,13/11/2013,32E1S,USAF
712,,JACKSON,DONALD,P,112774628,9/9/1976,25/02/1999,13S1,USSF
389,,MARTIN,ASHLEY,Q,094112733,21/12/1987,8/6/2010,11M3,USAF
921,,LEE,PAUL,R,217657580,3/4/1982,19/09/2004,17S1,USAF
510,,PEREZ,KIMBERLY,S,430380622,15/07/1993,31/12/2015,5C0X1,USSF
114,,THOMPSON,STEVEN,T,044229741,27/10/1978,14/04/2001,14N1,USAF
815,,WHITE,DONNA,U,864528135,8/2/1989,26/07/2011,31P1,USAF
304,,HARRIS,ANDREW,V,294646480,20/05/1983,5/11/2005,63A1,USAF
927,,SANCHEZ,EMILY,W,152654263,1/9/1994,17/02/2017,17D1S,USSF
412,,CLARK,KENNETH,X,644368015,13/12/1975,30/05/1998,1A0X1,USAF
119,,RAMIREZ,MICHELLE,Y,471916956,25/03/1987,10/9/2009,1C0X2,USAF
890,,LEWIS,JOSHUA,Z,90325915,6/7/1981,22/12/2003,13S1,USSF
512,,ROBINSON,CAROL,A,036501596,18/10/1992,5/4/2015,3D0X2,USAF
203,,WALKER,KEVIN,B,670954072,30/01/1986,18/07/2008,11F3,USAF
712,,YOUNG,AMANDA,C,257349281,11/5/1991,27/10/2013,62E1S,USSF
389,,ALLEN,BRIAN,D,001050410,23/08/1977,8/2/2000,17D1,USAF
921,,KING,MELISSA,E,477169281,4/12/1988,22/05/2011,14N1,USAF
510,,WRIGHT,GEORGE,F,107874147,16/03/1983,1/9/2005,62E1S,USAF
114,,SCOTT,DEBORAH,G,859211076,28/06/1994,13/12/2016,13S3,USSF
815,,TORRES,EDWARD,H,519653855,9/10/1975,27/03/1998,21A1,USAF
304,,NGUYEN,STEPHANIE,I,997483946,21/01/1989,9/7/2011,32E1S,USAF
927,,HILL,RONALD,J,717141031,3/5/1980,19/10/2002,13S1,USSF
412,,FLORES,REBECCA,K,948917436,15/08/1991,1/2/2014,11M3,USAF
119,,GREEN,TIMOTHY,L,963149765,27/11/1985,15/05/2008,17S1,USAF
890,,ADAMS,SHARON,M,719588629,9/3/1979,25/08/2001,5C0X1,USSF
512,,NELSON,JASON,N,901564507,21/06/1990,7/12/2012,14N1,USAF
203,,BAKER,LAURA,O,346809442,3/10/1981,20/03/2004,31P1,USAF
712,,HALL,JEFFREY,P,683676991,15/01/1992,2/7/2014,63A1,USAF
389,,RIVERA,CYNTHIA,Q,364997163,27/04/1983,13/10/2005,17D1S,USSF
921,,CAMPBELL,RYAN,R,035673401,9/8/1994,25/01/2017,1A0X1,USAF
510,,MITCHELL,KATHLEEN,S,069018894,21/11/1978,9/5/2001,1C0X2,USAF
114,,CARTER,JACOB,T,916107977,3/3/1989,19/08/2011,13S1,USSF
815,,ROBERTS,AMY,U,976681905,15/06/1980,1/12/2002,3D0X2,USAF
304,,GOMEZ,GARY,V,563181291,27/09/1991,15/03/2014,11F3,USAF
927,,PHILLIPS,SHIRLEY,W,529564650,9/1/1986,27/06/2008,62E1S,USSF
412,,EVANS,NICHOLAS,X,958064078,21/04/1977,7/10/1999,17D1,USAF
119,,DIAZ,ANGELA,Y,233160442,3/8/1988,20/01/2011,14N1,USAF
890,,HOWARD,ERIC,Z,377221380,15/11/1982,2/5/2005,62E1S,USAF
512,,WEST,HELEN,A,539198927,27/02/1993,15/08/2015,13S3,USSF
203,,JORDAN,JONATHAN,B,358466311,9/6/1984,25/11/2006,21A1,USAF
712,,OWENS,ANNA,C,484746075,21/09/1975,9/3/1998,32E1S,USAF
389,,REYNOLDS,STEPHEN,D,384606663,3/1/1986,20/06/2008,13S1,USSF
921,,FISHER,BRENDA,E,182140192,15/04/1991,1/10/2013,11M3,USAF
510,,ELLIS,LARRY,F,987565641,27/07/1982,12/1/2005,17S1,USAF
114,,HARRISON,PAMELA,G,356303405,8/11/1993,25/04/2016,5C0X1,USSF
815,,GIBSON,JUSTIN,H,033283869,20/02/1980,7/8/2002,14N1,USAF
304,,MCDONALD,NICOLE,I,233478457,4/6/1991,20/11/2013,31P1,USAF
927,,CRUZ,BENJAMIN,J,984381120,16/09/1976,3/3/1999,63A1,USAF
412,,MARSHALL,SAMANTHA,K,25286518,28/12/1987,15/06/2010,17D1S,USSF
119,,ORTIZ,SAMUEL,L,041038545,11/4/1982,27/09/2004,1A0X1,USAF
890,,MURRAY,KATHERINE,M,480383366,23/07/1993,8/1/2016,1C0X2,USAF
512,,FREEMAN,GREGORY,N,911114344,4/11/1984,21/04/2007,13S1,USSF
203,,WELLS,EMMA,O,554009786,16/02/1995,4/8/2017,3D0X2,USAF
712,,WEBB,ALEXANDER,P,754070868,28/05/1979,13/11/2001,11F3,USAF
389,,SIMPSON,RUTH,Q,316074531,9/9/1990,25/02/2013,62E1S,USSF
921,,STEVENS,FRANK,R,986172763,21/12/1981,8/6/2004,17D1,USAF
510,,TUCKER,CHRISTINE,S,978328025,3/4/1992,19/09/2014,14N1,USAF
114,,PORTER,PATRICK,T,028115339,15/07/1983,1/1/2006,62E1S,USAF
815,,HUNTER,DEBRA,H,324539343,27/10/1994,14/04/2017,13S3,USSF
304,,HICKS,RAYMOND,I,682118690,8/2/1985,26/07/2007,21A1,USAF
927,,CRAWFORD,RACHEL,J,895388938,20/05/1991,5/11/2013,32E1S,USAF
412,,BOYD,JACK,K,452215709,1/9/1976,18/02/1999,13S1,USSF
119,,MASON,CAROLYN,L,089172097,13/12/1987,30/05/2010,11M3,USAF
890,,BURNS,DENNIS,M,863414166,25/03/1982,10/9/2004,17S1,USAF
512,,GARDNER,JANET,N,191665587,6/7/1993,22/12/2015,5C0X1,USSF
203,,PAYNE,JERRY,O,928525704,18/10/1984,5/4/2007,14N1,USAF
712,,PALMER,MARIA,P,965612674,30/01/1995,18/07/2017,31P1,USAF
389,,STONE,TYLER,Q,995892058,11/5/1979,27/10/2001,63A1,USAF
921,,NICHOLS,HEATHER,R,123443747,23/08/1990,8/2/2013,17D1S,USSF
510,,WARREN,AARON,S,722632910,4/12/1981,22/05/2004,1A0X1,USAF
114,,STEWART,HELENA,T,015633848,16/03/1992,1/9/2014,1C0X2,USAF
815,,MORRISON,JAMES,U,34279277,28/06/1983,14/12/2005,13S1,USSF
304,,SMITH,MARY,V,868084438,9/10/1994,27/03/2017,3D0X2,USAF
927,,JOHNSON,ROBERT,W,498501394,21/01/1977,9/7/1999,11F3,USAF
412,,WILLIAMS,PATRICIA,X,274391757,3/5/1988,19/10/2010,62E1S,USSF
119,,BROWN,JOHN,Y,884560253,15/08/1982,1/2/2005,17D1,USAF
890,,JONES,JENNIFER,Z,700227335,27/11/1993,15/05/2016,14N1,USAF
512,,GARCIA,MICHAEL,A,444639745,9/3/1980,25/08/2002,62E1S,USAF
203,,MILLER,LINDA,B,30291865,21/06/1991,7/12/2013,13S3,USSF
712,,DAVIS,DAVID,C,559702594,3/10/1985,21/03/2008,21A1,USAF
389,,RODRIGUEZ,ELIZABETH,D,755879514,15/01/1992,2/7/2014,32E1S,USAF
921,,MARTINEZ,WILLIAM,E,591369516,27/04/1979,13/10/2001,13S1,USSF
510,,HERNANDEZ,BARBARA,F,232357327,9/8/1994,25/01/2017,11M3,USAF
114,,LOPEZ,RICHARD,G,510962134,21/11/1981,9/5/2003,17S1,USAF
815,,GONZALEZ,SUSAN,H,706960201,3/3/1992,19/08/2014,5C0X1,USSF
304,,WILSON,JOSEPH,I,841345918,15/06/1983,1/12/2005,14N1,USAF
927,,ANDERSON,JESSICA,J,672621781,27/09/1994,15/03/2017,31P1,USAF
412,,THOMAS,THOMAS,K,936937414,9/1/1976,27/06/1998,63A1,USAF
119,,TAYLOR,SARAH,L,302020050,21/04/1987,7/10/2009,17D1S,USSF
890,,MOORE,CHARLES,M,360904334,3/8/1982,20/01/2004,1A0X1,USAF
512,,JACKSON,KAREN,N,239701085,15/11/1993,2/5/2015,1C0X2,USAF
203,,MARTIN,CHRISTOPHER,O,746074410,27/02/1980,15/08/2002,13S1,USSF
712,,LEE,NANCY,P,828785903,9/6/1991,25/11/2013,3D0X2,USAF
389,,PEREZ,DANIEL,Q,238717466,21/09/1984,9/3/2007,11F3,USAF
921,,THOMPSON,LISA,R,121426514,3/1/1995,20/06/2017,62E1S,USSF
510,,WHITE,MATTHEW,S,527280109,15/04/1978,1/10/2000,17D1,USAF
114,,HARRIS,BETTY,T,139921833,27/07/1989,12/1/2012,14N1,USAF
815,,SANCHEZ,ANTHONY,U,208826049,8/11/1980,26/04/2002,62E1S,USAF
304,,CLARK,MARGARET,V,273387219,20/02/1995,8/8/2017,13S3,USSF
927,,RAMIREZ,MARK,W,755389690,4/6/1977,20/11/1999,21A1,USAF
412,,LEWIS,SANDRA,X,135567707,16/09/1988,4/3/2011,32E1S,USAF
119,,ROBINSON,DONALD,Y,210819545,28/12/1981,15/06/2004,13S1,USSF
890,,WALKER,ASHLEY,Z,629709491,11/4/1993,27/09/2015,11M3,USAF
512,,YOUNG,PAUL,A,060735570,23/07/1979,8/1/2002,17S1,USAF
203,,ALLEN,KIMBERLY,B,928053838,4/11/1990,21/04/2013,5C0X1,USSF
712,,KING,STEVEN,C,519895998,16/02/1985,4/8/2007,14N1,USAF
389,,WRIGHT,DONNA,D,322545395,28/05/1991,13/11/2013,31P1,USAF
921,,SCOTT,ANDREW,E,291408299,9/9/1976,25/02/1999,63A1,USAF
510,,TORRES,EMILY,F,253451830,21/12/1987,8/6/2010,17D1S,USSF
114,,NGUYEN,KENNETH,G,097408743,3/4/1982,19/09/2004,1A0X1,USAF
815,,HILL,MICHELLE,H,612689592,15/07/1993,31/12/2015,1C0X2,USAF
304,,FLORES,JOSHUA,I,369032790,27/10/1978,14/04/2001,13S1,USSF
927,,GREEN,CAROL,J,308331154,8/2/1989,26/07/2011,3D0X2,USAF
412,,ADAMS,KEVIN,K,962795549,20/05/1983,5/11/2005,11F3,USAF
119,,NELSON,AMANDA,L,869496888,1/9/1994,17/02/2017,62E1S,USSF
890,,BAKER,BRIAN,M,422031287,13/12/1975,30/05/1998,17D1,USAF
512,,HALL,MELISSA,N,326466823,25/03/1987,10/9/2009,14N1,USAF
203,,RIVERA,GEORGE,O,210810016,6/7/1981,22/12/2003,62E1S,USAF
712,,CAMPBELL,DEBORAH,P,336318805,18/10/1992,5/4/2015,13S3,USSF
389,,MITCHELL,EDWARD,Q,286518604,30/01/1986,18/07/2008,21A1,USAF
921,,CARTER,STEPHANIE,R,745889805,11/5/1991,27/10/2013,32E1S,USAF
510,,ROBERTS,RONALD,S,682186861,23/08/1977,8/2/2000,13S1,USSF
114,,GOMEZ,REBECCA,T,477253139,4/12/1988,22/05/2011,11M3,USAF
815,,PHILLIPS,TIMOTHY,U,428347313,16/03/1983,1/9/2005,17S1,USAF
304,,EVANS,SHARON,V,757925982,28/06/1994,13/12/2016,5C0X1,USSF
927,,DIAZ,JASON,W,371842860,9/10/1975,27/03/1998,14N1,USAF
412,,HOWARD,LAURA,X,854817837,21/01/1989,9/7/2011,31P1,USAF
119,,WEST,JEFFREY,Y,246841261,3/5/1980,19/10/2002,63A1,USAF
890,,JORDAN,CYNTHIA,Z,596398178,15/08/1991,1/2/2014,17D1S,USSF
512,,OWENS,RYAN,A,612838187,27/11/1985,15/05/2008,1A0X1,USAF
203,,REYNOLDS,KATHLEEN,B,380384807,9/3/1979,25/08/2001,1C0X2,USAF
712,,FISHER,JACOB,C,864692955,21/06/1990,7/12/2012,13S1,USSF
389,,ELLIS,AMY,D,217986702,3/10/1981,20/03/2004,3D0X2,USAF
921,,HARRISON,GARY,E,025884014,15/01/1992,2/7/2014,11F3,USAF
510,,GIBSON,SHIRLEY,F,607110509,27/04/1983,13/10/2005,62E1S,USSF
114,,MCDONALD,NICHOLAS,G,592840904,9/8/1994,25/01/2017,17D1,USAF
815,,CRUZ,ANGELA,H,410429161,21/11/1978,9/5/2001,14N1,USAF
304,,MARSHALL,ERIC,I,460409039,3/3/1989,19/08/2011,62E1S,USAF
927,,ORTIZ,HELEN,J,596743044,15/06/1980,1/12/2002,13S3,USSF
412,,MURRAY,JONATHAN,K,177580255,27/09/1991,15/03/2014,21A1,USAF
119,,FREEMAN,ANNA,L,367006404,9/1/1986,27/06/2008,32E1S,USAF
890,,WELLS,STEPHEN,M,61893655,21/04/1977,7/10/1999,13S1,USSF
512,,WEBB,BRENDA,N,044874909,3/8/1988,20/01/2011,11M3,USAF
203,,SIMPSON,LARRY,O,484964200,15/11/1982,2/5/2005,17S1,USAF
712,,STEVENS,PAMELA,P,813238392,27/02/1993,15/08/2015,5C0X1,USSF
389,,TUCKER,JUSTIN,Q,774612480,9/6/1984,25/11/2006,14N1,USAF
921,,PORTER,NICOLE,R,682551445,21/09/1975,9/3/1998,31P1,USAF
510,,HUNTER,BENJAMIN,S,894866249,3/1/1986,20/06/2008,63A1,USAF
114,,HICKS,SAMANTHA,T,878371034,15/04/1991,1/10/2013,17D1S,USSF
815,,CRAWFORD,SAMUEL,U,170411781,27/07/1982,12/1/2005,1A0X1,USAF
304,,BOYD,KATHERINE,V,686445184,8/11/1993,25/04/2016,1C0X2,USAF
927,,MASON,GREGORY,W,452682847,20/02/1980,7/8/2002,13S1,USSF
412,,BURNS,EMMA,X,541189285,4/6/1991,20/11/2013,3D0X2,USAF
119,,GARDNER,ALEXANDER,Y,018606625,16/09/1976,3/3/1999,11F3,USAF
890,,PAYNE,RUTH,Z,701672478,28/12/1987,15/06/2010,62E1S,USSF
512,,PALMER,FRANK,A,862410401,11/4/1982,27/09/2004,17D1,USAF
203,,STONE,CHRISTINE,B,277840889,23/07/1993,8/1/2016,14N1,USAF
712,,NICHOLS,PATRICK,C,297930255,4/11/1984,21/04/2007,62E1S,USAF
389,,WARREN,DEBRA,D,571784223,16/02/1995,4/8/2017,13S3,USSF
921,,STEWART,RAYMOND,E,716708496,28/05/1979,13/11/2001,21A1,USAF
510,,MORRISON,RACHEL,F,401912334,9/9/1990,25/02/2013,32E1S,USAF
114,,SMITH,JACK,G,515383020,21/12/1981,8/6/2004,13S1,USSF
815,,JOHNSON,CAROLYN,H,988581034,3/4/1992,19/09/2014,11M3,USAF
304,,WILLIAMS,DENNIS,I,430672378,15/07/1983,1/1/2006,17S1,USAF
927,,BROWN,JANET,J,103643103,27/10/1994,14/04/2017,5C0X1,USSF
412,,JONES,JERRY,K,939270988,8/2/1985,26/07/2007,14N1,USAF
119,,GARCIA,MARIA,L,490218392,20/05/1991,5/11/2013,31P1,USAF
890,,MILLER,TYLER,M,143619763,1/9/1976,18/02/1999,63A1,USAF
512,,DAVIS,HEATHER,N,868732578,13/12/1987,30/05/2010,17D1S,USSF
203,,RODRIGUEZ,AARON,O,227566356,25/03/1982,10/9/2004,1A0X1,USAF
712,,MARTINEZ,HELENA,P,146484688,6/7/1993,22/12/2015,1C0X2,USAF
389,,HERNANDEZ,JAMES,Q,816037895,18/10/1984,5/4/2007,13S1,USSF
389,,HERNANDEZ,JAMES,Q,511338706,18/10/1984,5/4/2007,13S1,USSF
921,,LOPEZ,MARY,R,893362456,30/01/1995,18/07/2017,3D0X2,USAF
510,,GONZALEZ,ROBERT,S,111959194,11/5/1979,27/10/2001,11F3,USAF
114,,WILSON,PATRICIA,T,537886048,23/08/1990,8/2/2013,62E1S,USSF
815,,ANDERSON,JOHN,U,857219426,4/12/1981,22/05/2004,17D1,USAF
304,,THOMAS,JENNIFER,V,209818512,16/03/1992,1/9/2014,14N1,USAF
927,,TAYLOR,MICHAEL,W,921697729,28/06/1983,14/12/2005,62E1S,USAF
412,,MOORE,LINDA,X,793382471,9/10/1994,27/03/2017,13S3,USSF
119,,JACKSON,DAVID,Y,193069265,21/01/1977,9/7/1999,21A1,USAF
890,,MARTIN,ELIZABETH,Z,109845397,3/5/1988,19/10/2010,32E1S,USAF
512,,LEE,WILLIAM,A,885560269,15/08/1982,1/2/2005,13S1,USSF
203,,PEREZ,BARBARA,B,329940502,27/11/1993,15/05/2016,11M3,USAF
712,,THOMPSON,RICHARD,C,644276195,9/3/1980,25/08/2002,17S1,USAF
389,,WHITE,SUSAN,D,662917706,21/06/1991,7/12/2013,5C0X1,USSF
921,,HARRIS,JOSEPH,E,824690105,3/10/1985,21/03/2008,14N1,USAF
510,,SANCHEZ,JESSICA,F,505458441,15/01/1992,2/7/2014,31P1,USAF
114,,CLARK,THOMAS,G,900121690,27/04/1979,13/10/2001,63A1,USAF
815,,RAMIREZ,SARAH,H,757010467,9/8/1994,25/01/2017,17D1S,USSF
304,,LEWIS,CHARLES,I,673892675,21/11/1981,9/5/2003,1A0X1,USAF
927,,ROBINSON,KAREN,J,034205887,3/3/1992,19/08/2014,1C0X2,USAF
412,,WALKER,CHRISTOPHER,K,420675777,15/06/1983,1/12/2005,13S1,USSF
119,,YOUNG,NANCY,L,215707464,27/09/1994,15/03/2017,3D0X2,USAF
890,,ALLEN,DANIEL,M,966386214,9/1/1976,27/06/1998,11F3,USAF
512,,KING,LISA,N,967267467,21/04/1987,7/10/2009,62E1S,USSF
203,,WRIGHT,MATTHEW,O,406923339,3/8/1982,20/01/2004,17D1,USAF
712,,SCOTT,BETTY,P,762072996,15/11/1993,2/5/2015,14N1,USAF
389,,TORRES,ANTHONY,Q,820501659,27/02/1980,15/08/2002,62E1S,USAF
921,,NGUYEN,MARGARET,R,130476160,9/6/1991,25/11/2013,13S3,USSF
510,,HILL,MARK,S,953652473,21/09/1984,9/3/2007,21A1,USAF
114,,FLORES,SANDRA,T,410652096,3/1/1995,20/06/2017,32E1S,USAF
815,,GREEN,DONALD,U,826740397,15/04/1978,1/10/2000,13S1,USSF
304,,ADAMS,ASHLEY,V,308912771,27/07/1989,12/1/2012,11M3,USAF
927,,NELSON,PAUL,W,970600953,8/11/1980,26/04/2002,17S1,USAF
412,,BAKER,KIMBERLY,X,983120002,20/02/1995,8/8/2017,5C0X1,USSF
119,,HALL,STEVEN,Y,322198722,4/6/1977,20/11/1999,14N1,USAF
890,,RIVERA,DONNA,Z,975349917,16/09/1988,4/3/2011,31P1,USAF
512,,CAMPBELL,ANDREW,A,974474630,28/12/1981,15/06/2004,63A1,USAF
203,,MITCHELL,EMILY,B,692494260,11/4/1993,27/09/2015,17D1S,USSF
712,,CARTER,KENNETH,C,047113972,23/07/1979,8/1/2002,1A0X1,USAF
389,,ROBERTS,MICHELLE,D,023919696,4/11/1990,21/04/2013,1C0X2,USAF
921,,GOMEZ,JOSHUA,E,601094541,16/02/1985,4/8/2007,13S1,USSF
510,,PHILLIPS,CAROL,F,648306967,28/05/1991,13/11/2013,3D0X2,USAF
114,,EVANS,KEVIN,G,850211577,9/9/1976,25/02/1999,11F3,USAF
815,,DIAZ,AMANDA,H,999712695,21/12/1987,8/6/2010,62E1S,USSF
304,,HOWARD,BRIAN,I,536218693,3/4/1982,19/09/2004,17D1,USAF
927,,WEST,MELISSA,J,304503646,15/07/1993,31/12/2015,14N1,USAF
412,,JORDAN,GEORGE,K,708098148,27/10/1978,14/04/2001,62E1S,USAF
119,,OWENS,DEBORAH,L,166544496,8/2/1989,26/07/2011,13S3,USSF
890,,REYNOLDS,EDWARD,M,992795459,20/05/1983,5/11/2005,21A1,USAF
512,,FISHER,STEPHANIE,N,842560825,1/9/1994,17/02/2017,32E1S,USAF
203,,ELLIS,RONALD,O,842841550,13/12/1975,30/05/1998,13S1,USSF
712,,HARRISON,REBECCA,P,309257107,25/03/1987,10/9/2009,11M3,USAF
389,,GIBSON,TIMOTHY,Q,793443720,6/7/1981,22/12/2003,17S1,USAF
921,,MCDONALD,SHARON,R,821806409,18/10/1992,5/4/2015,5C0X1,USSF
510,,CRUZ,JASON,S,984630223,30/01/1986,18/07/2008,14N1,USAF
